Wall time,Step,Value
1654988695.990716,2600499,19.0
1654988992.2341764,2602235,21.0
1654990227.522283,2609458,20.0
1654991228.2312949,2615296,18.0
1654992861.1512122,2624827,18.0
1654993857.2359128,2630643,13.0
1654995512.474224,2640363,15.0
1654995817.1703882,2642153,19.0
1654996771.9474506,2647765,19.0
1654998063.810788,2655296,19.0
1654999297.6080809,2662476,20.0
1655000884.0563123,2671676,17.0
1655002416.150493,2680591,21.0
1655003021.2532444,2684125,20.0
1655003970.4981358,2689659,17.0
1655004285.1200995,2691482,20.0
1655004946.6329713,2695321,18.0
1655007069.0084536,2707610,20.0
1655009877.2471936,2723844,16.0
1655010193.678974,2725669,20.0
1655011159.26191,2731205,21.0
1655012140.1071818,2736825,21.0
1655012449.8341713,2738593,19.0
1655013103.0137608,2742335,21.0
1655014424.9633183,2749898,18.0
1655015052.967897,2753477,18.0
1655016327.8462002,2760748,20.0
1655016637.5965986,2762520,20.0
1655016942.8635206,2764270,20.0
1655017242.8793478,2765985,21.0
1655017585.2805943,2767938,16.0
1655019833.9098368,2780783,20.0
1655020146.129469,2782561,20.0
1655021438.3336556,2789926,20.0
1655023094.604674,2799309,21.0
1655023400.431419,2801038,21.0
1655024735.0540411,2808591,20.0
1655025664.3844924,2813868,21.0
1655026969.4178627,2821301,18.0
1655033601.3565032,2859265,20.0
1655034933.7436295,2866876,18.0
1655038155.9554884,2885428,20.0
1655038488.9116147,2887360,18.0
1655039830.0990312,2895131,21.0
1655040491.0986133,2898973,18.0
1655040805.9157195,2900804,20.0
1655041129.7654183,2902687,19.0
1655041438.5657823,2904482,21.0
1655042482.174623,2910539,20.0
1655043432.760785,2916062,21.0
1655044028.9527948,2919538,21.0
1655044622.739118,2922983,21.0
1655044944.982131,2924843,19.0
1655045552.874247,2928370,19.0
1655045872.8528707,2930223,19.0
1655046471.6203928,2933701,21.0
1655046818.472039,2935716,17.0
1655047540.6761842,2939919,18.0
1655047893.599513,2941976,17.0
1655048502.9485893,2945531,21.0
1655050733.088549,2958457,21.0
1655051655.2438815,2963768,20.0
1655051951.1392627,2965478,21.0
1655052636.8149629,2969437,19.0
1655054762.841388,2981706,20.0
1655056001.8375685,2988828,17.0
1655056907.9693215,2994088,20.0
1655057784.8568294,2999221,20.0
1655058095.6360955,3001038,19.0
1655059381.5582683,3008551,21.0
1655059683.3507152,3010316,20.0
1655060611.0011394,3015745,20.0
1655062788.584981,3028480,21.0
1655063099.9737768,3030301,20.0
1655063401.579311,3032067,19.0
1655063987.8042717,3035504,21.0
1655064587.1514175,3039008,18.0
1655064866.0865073,3040643,21.0
1655066951.3222594,3052795,20.0
1655068429.9004352,3061421,19.0
1655070217.5793972,3071831,21.0
1655071096.3153777,3076939,21.0
1655071401.6192276,3078718,19.0
